comment,toxic,comment_clean
This deprecates awake_interval and uses wakeup_interval instead.,0,this deprecates awakeinterval and uses wakeupinterval instead
garbage?,0,garbage
This is ugly - we can't just do {Ref: RabbitCookie} ?,1,this is ugly we can not just do ref rabbitcookie
"Missing a space after the if. A few others are too, but not all, so might as well make the new ones non-ugly.",0,missing a space after the if a few others are too but not all so might as well make the new ones nonugly
"You are aware that
  template_dict = self.templates
 is not making a copy, right? This is nasty. Don't do that.",1,you are aware that templatedict selftemplates is not making a copy right this is nasty do not do that
"I'm just going to get rid of all this noinline crap, the pragma should be sufficient.",1,i am just going to get rid of all this noinline crap the pragma should be sufficient
"use [[...]], braces, and quotes:

 if [[ ""${missing_module}"" == ""true"" ]] ; then

alternatively, since you've made sure the value is ""true"" or ""false"", you can do:

 ${missing_module} && die",0,use braces and quotes if missingmodule true then alternatively since you have made sure the value is true or false you can do missingmodule die
this should instantiate a ClusterDetails object instead.,0,this should instantiate a clusterdetails object instead
Ditto (useless sudo usage).,0,ditto useless sudo usage
"==' is not case insensitive, so that is not an equivalent change

While we are at it, let's get rid of that ugly straircase effect
align all the pFont-> under the one on the if( line
if ( pFont->...  ||
     pFont->.. ||
     pFont->....",1,is not case insensitive so that is not an equivalent change while we are at it lets get rid of that ugly straircase effect align all the pfont under the one on the if line if pfont pfont pfont
i meant that we should just crash if the caller passes NULL for dir_ro. doing so is a bug.,0,i meant that we should just crash if the caller passes null for dirro doing so is a bug
"Actually it would be stupid easy to screw this up. Set BASE_IMAGE_FILE to a precise image of some sort without changing anything else and bam, this is broken again for no obvious reason.
 
 Plus, as far as I can tell we've never used DIB_RELEASE for this sort of version check anywhere else so it's repurposing a variable that currently just specifies which version of an image to download. Yet another problem with our abuse of env vars for configuration. :-)",1,actually it would be stupid easy to screw this up set baseimagefile to a precise image of some sort without changing anything else and bam this is broken again for no obvious reason plus as far as i can tell we have never used dibrelease for this sort of version check anywhere else so it is repurposing a variable that currently just specifies which version of an image to download yet another problem with our abuse of env vars for configuration
self.region_name = region_name,0,selfregionname regionname
I really got to learn GIT. Ryan plz go ahead and change the owner as it's your patch. In the meantime I will figure out what stupidity I am doing.,0,i really got to learn git ryan plz go ahead and change the owner as it is your patch in the meantime i will figure out what stupidity i am doing
Same condition as the if block above it and the value has not changed - should be collapsed into one block,0,same condition as the if block above it and the value has not changed should be collapsed into one block
damnit.,1,damnit
my fault: instead of SID_JUMP_TO_SPECIFIC_PAGE use nSlotId. Then the build error on MacOS will go away.,0,my fault instead of sidjumptospecificpage use nslotid then the build error on macos will go away
"I think this is too broad - e.g. if you fat-finger any of the code in that block you'lll be scratching your head
 
 Think we should limit the exceptions we catch here and include the exception message in what we raise",0,i think this is too broad eg if you fatfinger any of the code in that block you wil be scratching your head think we should limit the exceptions we catch here and include the exception message in what we raise
"ugh.  I hate nested #ifdefs.  No choice, I guess...  ;)",1,ugh i hate nested ifdefs no choice i guess
Why isn't it an IronicException?,0,why is not it an ironicexception
The active looks for a pid file. I did not see this generated. Maybe it is my bad,0,the active looks for a pid file i did not see this generated maybe it is my bad
"Avoid string concatenation!
 
  cpu_usage_table = []
  ...
  ''.join(cpu_usage_table)",0,avoid string concatenation cpuusagetable joincpuusagetable
use pls self._assertEqualObjects,0,use pls selfassertequalobjects
Thank you very much for your review. This is really a stupid error due to my carelessness. I'll fix it in next patch.,0,thank you very much for your review this is really a stupid error due to my carelessness i will fix it in next patch
"gah, none of this is mine - please oslo just take it: https://review.openstack.org/#/c/67002/",0,gah none of this is mine please oslo just take it
"> There are no internal callers that rely on this optimization

you put in a ""throw new AssertionError()"" where the special case is, and the phone still boots? if that's true, let's just delete all this filth.",1,there are no internal callers that rely on this optimization you put in a throw new assertionerror where the special case is and the phone still boots if that is true lets just delete all this filth
"Line 95-109 needs a modularization.

def has_device(dut, vid, pid):

Also why not use ""lsusb -d""? That will make the code very simple.",0,line 95109 needs a modularization def hasdevicedut vid pid also why not use lsusb d that will make the code very simple
here for libvirt destroy,0,here for libvirt destroy
I did this in the previous patchset and Boris disliked extensive mocking...,0,i did this in the previous patchset and boris disliked extensive mocking
This is redundant. convert_to_int ensures we'll have an int.,0,this is redundant converttoint ensures we will have an int
Would prefer to avoid hardcoded use of FILE__IOCTL outside of selinux_file_ioctl.  Is this micro-optimization truly worthwhile?,0,would prefer to avoid hardcoded use of fileioctl outside of selinuxfileioctl is this microoptimization truly worthwhile
i think this is a pep8 issue. This should go above 13 with a space below.,0,i think this is a pep8 issue this should go above 13 with a space below
"openstack/common/middleware/request_id.py:from openstack.common.middleware import base
 
 
 oslo update.sh copies in dependencies.",0,openstackcommonmiddlewarerequestidpyfrom openstackcommonmiddleware import base oslo updatesh copies in dependencies
It should kill the service implementation in the browser process as well.,0,it should kill the service implementation in the browser process as well
why not just os.setpgid on the process to 'detach' it from parents and then keep the killpg to kill all children?,0,why not just ossetpgid on the process to detach it from parents and then keep the killpg to kill all children
tenant.ping_rule = ping_rule,0,tenantpingrule pingrule
"It works fine on Windows. The generation drop-down is always shown on focus. Thus, the event here is good enough and announces the pop up on both Mac and Windows.
 I changed the announcement of the menu item. Now it declares the whole text there.",0,it works fine on windows the generation dropdown is always shown on focus thus the event here is good enough and announces the pop up on both mac and windows i changed the announcement of the menu item now it declares the whole text there
Note that this will need to be uploaded to the new cloud's glance service before we approve the change.,0,note that this will need to be uploaded to the new clouds glance service before we approve the change
nullptr /* error_message */,0,nullptr errormessage
All args on the next line for a double indent OR align the moblab_host with service_account,0,all args on the next line for a double indent or align the moblabhost with serviceaccount
"Damn. Ok, let's fix this in migration code - so we explicitly add paths to release_rochestrator_data table with correct paths.",1,damn ok lets fix this in migration code so we explicitly add paths to releaserochestratordata table with correct paths
"remove it :)
 btw, do you use PyCharm? :)",0,remove it btw do you use pycharm
"This is a dependency we should get rid of as soon as possible -- I know it's just because you ported the tests as-is, but add it to the cleanup list.",0,this is a dependency we should get rid of as soon as possible i know it is just because you ported the tests asis but add it to the cleanup list
is this required?,0,is this required
"Get rid of this enum, it's useless and unclear it needs to match the length in the array below.",0,get rid of this enum it is useless and unclear it needs to match the length in the array below
"Ooops, I think I probably made a mistake, I should divide the lab by MilliSecondF instead of SecondF. The number actually should be 1000 times smaller then the current value.",0,ops i think i probably made a mistake i should divide the lab by millisecondf instead of secondf the number actually should be 10 times smaller then the current value
"This adds a ""naked"" printk",1,this adds a naked printk
"Remove kDefaultScreenCastAspectRatio , which should no longer be needed.",0,remove kdefaultscreencastaspectratio which should no longer be needed
"Why don't you assertRaises like in 
 
 https://review.openstack.org/#/c/278699/9/manila_tempest_tests/tests/api/admin/test_export_locations.py",0,why do not you assertraises like in
None of these are accesses by the GPS default implementation shim layer and hence should be caused by the legacy vendor HAL implementation. Wouldn't these belong here in that case?,0,none of these are accesses by the gps default implementation shim layer and hence should be caused by the legacy vendor hal implementation would not these belong here in that case
This is finish_migration. Not finish_resize.,0,this is finishmigration not finishresize
why u8 instead of something bigger? does twister_random() only give us 1 byte?,0,why u8 instead of something bigger does twisterrandom only give us 1 byte
DCHECK that oat_class != NULL?,0,dcheck that oatclass null
"It was used by the unit test, but I've just realized I was being a giant idiot and refactored it away.",0,it was used by the unit test but i have just realized i was being a giant idiot and refactored it away
"Should be explicit about memory order, at least in a comment.  SequentiallyConsistent for now?  Relaxed is also quite common for dumb counters.  Those should probably use a more scalable data structure, but ...",0,should be explicit about memory order at least in a comment sequentiallyconsistent for now relaxed is also quite common for dumb counters those should probably use a more scalable data structure but
"Oh, ick. This needs to die ASAP. :-)",0,oh ick this needs to die asap
"specificially, panics if it's not (IMO this is correct for this function. Just wish go types were strict enough to make a ValidatedInstanceID that wasn't a pain in the ass to work with).",1,specificially panics if it is not imo this is correct for this function just wish go types were strict enough to make a validatedinstanceid that was not a pain in the ass to work with
"maybe a dumb question:
 If the last button is the one about to request tab, shouldn't it be !reverse to focus the status area? Or am I missing something?",0,maybe a dumb question if the last button is the one about to request tab should not it be reverse to focus the status area or am i missing something
please line wrap this to 80 chars.,0,please line wrap this to 80 chars
"Yeah, this really shouldn't be an (incomplete) dict here anyway. Just doing this would be much better:
 
  instance = objects.Instance(...)
 
 Note that the existing code uses a string 'id' for the instance, which is not valid, and 'name' is not actually a mutable property (which it shouldn't matter for this to just remove it from the list of properties you set on the instance).",0,yeah this really should not be an incomplete dict here anyway just doing this would be much better instance objectsinstance note that the existing code uses a string id for the instance which is not valid and name is not actually a mutable property which it should not matter for this to just remove it from the list of properties you set on the instance
nit: s/nonesence/nonsense/,1,nit snonesencenonsense
This line should probably be added by Gerrit #41431 instead -- it's related to that and that commit is in this git.,0,this line should probably be added by gerrit 41431 instead it is related to that and that commit is in this git
L101-115 looks unnecessary - just remove them,0,l101115 looks unnecessary just remove them
"Actually as of last week, this stupid capability is no longer used anywhere. You can just delete it.",1,actually as of last week this stupid capability is no longer used anywhere you can just delete it
I'd prefer using NotFoundException instead of creationg new one and this is not required field at all.,0,id prefer using notfoundexception instead of creationg new one and this is not required field at all
"You're right, I will get rid of it.",0,you are right i will get rid of it
N324 jsonutils.dumps must be used instead of json.dumps,0,n324 jsonutilsdumps must be used instead of jsondumps
"o, i mean merged the above 4 lines, like:

kill_parser = subparsers.add_parser(
        'kill', help='Kill current running swarming bots.',
        required=False, default=?)

not sure what default should be here",0,o i mean merged the above 4 lines like killparser subparsersaddparser kill helpkill current running swarming bots requiredfalse default not sure what default should be here
"one difference between you and Chrome is that they build with the NDK and you build with the platform. so to you, there's one bionic and it's already the latest. they might want to #include <android/api-level.h> #if __BIONIC__ and then they can say things like ""if i'm >= jellybean, i have function f"" or whatever.

(now we've inherited the NDK, we plan to make a lot of this crap go away via static linking, but that's a way in the future yet.)",1,one difference between you and chrome is that they build with the ndk and you build with the platform so to you theres one bionic and it is already the latest they might want to include androidapilevelh if bionic and then they can say things like if i am jellybean i have function f or whatever now we have inherited the ndk we plan to make a lot of this crap go away via static linking but that is a way in the future yet
This sholud be True/False enum like const.EA_CLOUD_API_OWNED.,0,this sholud be truefalse enum like consteacloudapiowned
You stub out self._disk_adapter._copy_image_file...,0,you stub out selfdiskadaptercopyimagefile
"Ah crap, I didn't. IntelliJ magic FTW. (It did this in other places but I removed it)",1,ah crap i did not intellij magic ftw it did this in other places but i removed it
i just think the prefix_ is silly. you might as well run around and start renaming everything to valid_variable and supported_option,1,i just think the prefix is silly you might as well run around and start renaming everything to validvariable and supportedoption
"This was calling UpdateAttempter::Init() method, not any MockUpdateAttempter::Init(), which was initialized with nullptrs on the first place so totally useless. This interface would require proper abstraction.",0,this was calling updateattempterinit method not any mockupdateattempterinit which was initialized with nullptrs on the first place so totally useless this interface would require proper abstraction
"I seriously dislike this extern coupling. Thinking about a ""standalone"" header.",1,i seriously dislike this extern coupling thinking about a standalone header
"no clue. would take some code archaeology, but even then I suspect the reason(s) to be dubious",0,no clue would take some code archaeology but even then i suspect the reasons to be dubious
"i've been trying to factor things out where it makes sense rather than trying to force it into ugly little funcs with no other use or easy testing

the failed file logic at the end i can prob move out easily",0,i have been trying to factor things out where it makes sense rather than trying to force it into ugly little funcs with no other use or easy testing the failed file logic at the end i can prob move out easily
Compiler does not like setting non-primitives (object or array) on the prototype object. These sorts of static objects should be on the static class.,0,compiler does not like setting nonprimitives object or array on the prototype object these sorts of static objects should be on the static class
remove the white space,0,remove the white space
"kill ""policy""",0,kill policy
nit: revert this white space change,0,nit revert this white space change
"Using &data[0] was my first idea, but we'd either need to drop const from the parameter list (and dirty the interface as Elliott commented), or use a const_cast<>, which is pretty ugly.  Besides, we probably shouldn't be making raw changes to a std::string in the first place.

A std::vector<char> could have worked better here or wrapping the strdup() with std::unique_ptr, but hopefully we'll get rid of this copying once and for all with https://android-review.googlesource.com/#/c/162655/",1,using data0 was my first idea but wed either need to drop const from the parameter list and dirty the interface as elliott commented or use a constcast which is pretty ugly besides we probably should not be making raw changes to a stdstring in the first place a stdvectorchar could have worked better here or wrapping the strdup with stduniqueptr but hopefully we will get rid of this copying once and for all with
notification_count_ = 0;,0,notificationcount 0
Please use self.execute (which is set up by superclass VolumeDriver,0,please use selfexecute which is set up by superclass volumedriver
"Couldn't you use or here?
 
  self.num_scan_tries = num_scan_tries or CONF.num_iscsi_scan_tries
 
 etc",0,could not you use or here selfnumscantries numscantries or confnumiscsiscantries etc
Didn't we kill this option for vCenter in liberty or mitaka?,0,did not we kill this option for vcenter in liberty or mitaka
"What about
 
  f = getattr(self.identity_api, 'create_%s' % entity_type)
  new_entity = f(new_entity)",0,what about f getattrselfidentityapi creates entitytype newentity fnewentity
"Wait a minute... Do we need to run this as root? We don't (and shouldn't!) start shellinaboxd as root, so I'm not sure why we need to kill it as root. I was able to change this to False in my local environment. Can we change this to False?",0,wait a minute do we need to run this as root we do not and should not start shellinaboxd as root so i am not sure why we need to kill it as root i was able to change this to false in my local environment can we change this to false
"missing field 'drive_size' initializer [-Werror,-Wmissing-field-initializers]
  CgptAddParams params = {0};
                           ^",0,missing field drivesize initializer werrorwmissingfieldinitializers cgptaddparams params 0
IMO setattr is uglier than a pylint skip :),1,imo setattr is uglier than a pylint skip
you! my old enemy!,1,you my old enemy
Still loving this table. I am kicking myself for not cleaning this up ages ago.,0,still loving this table i am kicking myself for not cleaning this up ages ago
"you should do this after waiting for the process to exit, as it may still be writing to the log at this point. i don't think you need s.Fatal on L744 since it's already the last thing in a deferred function in your test function (i.e. the test is done at this point, so i'd just do this:

defer func() {
    cr.Close(ctx)
    if err := wpr.Kill(); err != nil {
        s.Error(...)
    }
    wpr.Wait() // ignore error since we killed the process
    if err := wprGzippedLog.Close(); err != nil {
        s.Error(...)
    }
}",0,you should do this after waiting for the process to exit as it may still be writing to the log at this point i do not think you need sfatal on l744 since it is already the last thing in a deferred function in your test function ie the test is done at this point so id just do this defer func crclosectx if err wprkill err nil serror wprwait ignore error since we killed the process if err wprgzippedlogclose err nil serror
Is this some kind of very mediocre sabotage? ;),0,is this some kind of very mediocre sabotage
simply stopwatch.is_expired(),0,simply stopwatchisexpired
"Do we really need this, given that the script expect to be executed with cwd=chromium/src",0,do we really need this given that the script expect to be executed with cwdchromiumsrc
Deploy the dashboard behind xxx by using a xxx.,0,deploy the dashboard behind x by using a x
"nit: Put a comma after ""running"" i.e.:

die ""Please check that servod is running, or"" \",0,nit put a comma after running ie die please check that servod is running or
I suggest we kill that first sentence.,0,i suggest we kill that first sentence
Is NotFound more accurate in this case than NovaException?,0,is notfound more accurate in this case than novaexception
You used plain type again here. FWIW above you fixed one by not having a local variable and the other by renaming the local variable. Either works but it is a tiny bit nicer to be consistent.,0,you used plain type again here fwiw above you fixed one by not having a local variable and the other by renaming the local variable either works but it is a tiny bit nicer to be consistent
tmp_dir should be empty at this point. I think better raise exception from here if something wrong.,0,tmpdir should be empty at this point i think better raise exception from here if something wrong
"Since this is purely a data holder - why not make it a struct, get rid of all the inline getter/setters, and access data members directly? This is ok for ""dumb"" classes, and makes for less code and complexity.",0,since this is purely a data holder why not make it a struct get rid of all the inline gettersetters and access data members directly this is ok for dumb classes and makes for less code and complexity
"This wont work the > is redirecting stdout to a file called
 ""{}"", I've confirmed this in the CI tarball created (yum.log has data). what I don't understand is why find doesn't complain about not being terminated by a "";""
 
 holy crap, I see now, bash is weird ....
  echo hi > /tmp/data ya ; cat /tmp/data",1,this wont work the is redirecting stdout to a file called i have confirmed this in the ci tarball created yumlog has data what i do not understand is why find does not complain about not being terminated by a holy crap i see now bash is weird echo hi tmpdata ya cat tmpdata
"@vdrok: Yes, number of IRON_BASE resources that are consumed by the user who launches an instance with this flavor. This interface sucks, but it is unfortunately what we have today in Nova :(",1,vdrok yes number of ironbase resources that are consumed by the user who launches an instance with this flavor this interface sucks but it is unfortunately what we have today in nova
This is ugly. Maybe subclass output manager for each interface type?,1,this is ugly maybe subclass output manager for each interface type
"This is the source of your test failures.
 
 s/to_dict/toDict/",0,this is the source of your test failures stodicttodict
"Yup, we will kill the L43 one with the decorator, this one needs more thought.",0,yup we will kill the l43 one with the decorator this one needs more thought
"damn, cinder.conf.sample!",1,damn cinderconfsample
use shutil.rmtree,0,use shutilrmtree
Parentheses around ssl_vpn_conn are unnecessary.,0,parentheses around sslvpnconn are unnecessary
"Is this the uuid of the neutron resource whathever it might be (network, subnet, floating ip, router...firewall, lb, vpn, in other words any object that has a uuid)? I think we should make that clear. Perhaps an entry example for this table might be helpful.
 
 It sucks that this model doesn't allow us to leverage DB integrity constraints, yuk...",1,is this the uuid of the neutron resource whathever it might be network subnet floating ip routerfirewall lb vpn in other words any object that has a uuid i think we should make that clear perhaps an entry example for this table might be helpful it sucks that this model does not allow us to leverage db integrity constraints yuk
"s/dictionary/Dictionary/
 
 '.' should be removed after 'supported'.",0,sdictionarydictionary should be removed after supported
Let's remove find_configs and use OpenstackConfigCollection.fulter_by.,0,lets remove findconfigs and use openstackconfigcollectionfulterby
You should nuke them if they aren't being used at all.,1,you should nuke them if they are not being used at all
"This won't work. When you use the decorators, the mocks are passed in as parameters to the method. These are the same mocks that you use below in the nested mock structure.",0,this will not work when you use the decorators the mocks are passed in as parameters to the method these are the same mocks that you use below in the nested mock structure
"I hope you meant, ""ipv6-pid"" instead of ""pid-subnet""",0,i hope you meant ipv6pid instead of pidsubnet
nit: i don't believe bools need to be in quotes.,0,nit i do not believe bools need to be in quotes
"Please have this dump the contents of ""body"".",0,please have this dump the contents of body
every daemon should get its own uid/gid,0,every daemon should get its own uidgid
Listing an ancient and closed bug for work like this just makes it a pain in the ass to deal with merge requests should them come up.  Please file a new bug.,1,listing an ancient and closed bug for work like this just makes it a pain in the ass to deal with merge requests should them come up please file a new bug
"Could we just use a string here instead of std::vector<uint8_t>? It may be more convenient for our users.

It kind of sucks that perf doesn't give us the buildid at mmap time. The problem is that the dso on disk could change and get remmap'd. That will break it since the key is the pathname...",1,could we just use a string here instead of stdvectoruint8t it may be more convenient for our users it kind of sucks that perf does not give us the buildid at mmap time the problem is that the dso on disk could change and get remmapd that will break it since the key is the pathname
It's a PEP8 error. Should be removed,0,it is a pep8 error should be removed
"thanks, looks like I am stupid :P",0,thanks looks like i am stupid p
pid/tid doesn't matter here.,0,pidtid does not matter here
"I've no problem with cutting down on the verbosity, but do we really want to remove all logging of the request? rest_client.py does do some logging.",0,i have no problem with cutting down on the verbosity but do we really want to remove all logging of the request restclientpy does do some logging
"import abc, and use abc.abstractmethod/abstractproperty to express things that must be defined in subclasses",0,import abc and use abcabstractmethodabstractproperty to express things that must be defined in subclasses
"My vote is to keep this change simple and remove all non-sparse
boolean properties.",0,my vote is to keep this change simple and remove all nonsparse boolean properties
"please have i18n support here.
 disbled => disabled",0,please have i18n support here disbled disabled
"before:
  <template is=""dom-if"" if=""[[androidRunning_]]"">
 like storage.html",0,before template isdomif ifandroidrunning like storagehtml
"why not just inline the code here? like this:
    if(mbIsClipPathContent || ((SVGTokenMarker == mrOwner.getType()) && !maFill.isSet()))",0,why not just inline the code here like this ifmbisclippathcontent svgtokenmarker mrownergettype mafillisset
just interesting: is this lib an official way to track this?,0,just interesting is this lib an official way to track this
nit: we should probably change this to LOG.info just because we're going to trigger a warning here each time through the code otherwise.,0,nit we should probably change this to loginfo just because we are going to trigger a warning here each time through the code otherwise
"Am I being dumb here, but doesn't this raise the gnocchi.NotImplementedError class as opposed to an instance of that class?
 
 Would it be more correct to instantiate?:
 
  raise gnocchi.NotImplementedError()",0,am i being dumb here but does not this raise the gnocchinotimplementederror class as opposed to an instance of that class would it be more correct to instantiate raise gnocchinotimplementederror
"IIRC, it's supposed to match the length of the title strings. Gerrit sucks at showing this though so I can't tell whether it's correct here or not.",1,iirc it is supposed to match the length of the title strings gerrit sucks at showing this though so i can not tell whether it is correct here or not
"Running abort from a trybot is going to be dangerous -- it could at least abort other trybot runs, and potentially abort. Suggest just not running it.",0,running abort from a trybot is going to be dangerous it could at least abort other trybot runs and potentially abort suggest just not running it
"This is C++, not C. If you don't want to init. the var. here, just move the whole decl. down.",0,this is c not c if you do not want to init the var here just move the whole decl down
Should be nullable=False as in migration.,0,should be nullablefalse as in migration
What are your thoughts on having a bool in UIElement that controls whether it will delete children? That would make this unnecessary I think? I'm not sure if that is better or worse than this.,0,what are your thoughts on having a bool in uielement that controls whether it will delete children that would make this unnecessary i think i am not sure if that is better or worse than this
"reserved_percentage and max_used_ratio are both ignored here. And this formula is the free_virtual capacity, we better change the weigher name to relfect this or should this weigher simply returns host_state.provsioned_capacity_gb directly?",0,reservedpercentage and maxusedratio are both ignored here and this formula is the freevirtual capacity we better change the weigher name to relfect this or should this weigher simply returns hoststateprovsionedcapacitygb directly
"Boring comment:
 
 consider making unit test names a bit more intuitive (you've already done a lot of effort in this way, but let's make them dumb-reviewer proof!)
 
 consider:
 test_specific_flat_segment_is_not_partial_spec
 
 test_specific_vlan_segment_is_not_partial_spec
 
 or
 
 test_partial_vlan_segment_is_partial_spec
 
 As it pertains just naming things this comment too is totally optional",0,boring comment consider making unit test names a bit more intuitive you have already done a lot of effort in this way but lets make them dumbreviewer proof consider testspecificflatsegmentisnotpartialspec testspecificvlansegmentisnotpartialspec or testpartialvlansegmentispartialspec as it pertains just naming things this comment too is totally optional
"Actually , I want to write like this :
  ret = -EINVAL;
  goto done.
 and Thanks for your reminder!",0,actually i want to write like this ret einval goto done and thanks for your reminder
You clever bastard.,1,you clever bastard
Ditto.  Redundant but harmless for init since we will have already done this upon selinux_android_reload_policy() but required for ueventd or other users of file_contexts only.,0,ditto redundant but harmless for init since we will have already done this upon selinuxandroidreloadpolicy but required for ueventd or other users of filecontexts only
"AFAIK, both fencing-agent and python-tasklib are built and install on slaves, but they are completely useless. I mean, we don't use them. We just install them.. this kind of legacy.. so you can set lower prio for moving them into gerrit.",0,afaik both fencingagent and pythontasklib are built and install on slaves but they are completely useless i mean we do not use them we just install them this kind of legacy so you can set lower prio for moving them into gerrit
"you can double free the object I think. If you set destroyed, then  the list_empty will be true both here and in sync_obj_remove_pt. You are not holding any locks in either place at the time of comparison.",0,you can double free the object i think if you set destroyed then the listempty will be true both here and in syncobjremovept you are not holding any locks in either place at the time of comparison
"Dead code, probably just extra crap I put in for no good reason, ha.",1,dead code probably just extra crap i put in for no good reason ha
"Yeah, I meant to delete this part and just have the part below. Also maybe these should be bullets, not numbers.",0,yeah i meant to delete this part and just have the part below also maybe these should be bullets not numbers
"I think using is_sorted() would be a clever abuse. Since a reasonble alternative exists (adjacent_find), I'm using the alternative.",0,i think using issorted would be a clever abuse since a reasonble alternative exists adjacentfind i am using the alternative
maybe you can get this by picking a random form self.volume_list ?,0,maybe you can get this by picking a random form selfvolumelist
"nit: self.plugin.get_network_info.assert_called_once_with?
 Also is this relevant to the test?",0,nit selfplugingetnetworkinfoassertcalledoncewith also is this relevant to the test
I think the print should be removed.,0,i think the print should be removed
Want to get rid of #ifdef CONFIG_X86 everywhere,0,want to get rid of ifdef configx86 everywhere
It should be $METADATA_SECRET,0,it should be metadatasecret
"nit: CamelCase here and below, only trivial accessors get to be underscore_delimited in Chromium.",0,nit camelcase here and below only trivial accessors get to be underscoredelimited in chromium
Shouldn't these mocks live up in _test_check_can_live_migrate_destination if do_raise is True?,0,should not these mocks live up in testcheckcanlivemigratedestination if doraise is true
"That way, ""arg"" can default to ""NULL"", and we don't need to specify it in most of the XML files.",0,that way arg can default to null and we do not need to specify it in most of the xml files
ditto with delete_snat_namespace,0,ditto with deletesnatnamespace
"Having recently played with servo on a stumpy, and then a kaen, ""empirically"" changes a lot depending on the platform you're using :-)

Why not just cold_reset the device instead of doing the power button press?  Then we KNOW that the device is going to be off.",0,having recently played with servo on a stumpy and then a kaen empirically changes a lot depending on the platform you are using why not just coldreset the device instead of doing the power button press then we know that the device is going to be off
silly whitespaces.,0,silly whitespaces
"I think the default argument isn't worth it in this case, there are only a handful of callsites today. I'd just make everything explicit.",0,i think the default argument is not worth it in this case there are only a handful of callsites today id just make everything explicit
ugly,1,ugly
user_id = CONF.castellan.user_id,0,userid confcastellanuserid
Should enable_surface_synchronization be removed from LayerTreeSettings?,0,should enablesurfacesynchronization be removed from layertreesettings
"from conversations with hboehm i was under the impression that there were lots of users of atomic-inline.h, but i only see three! i'll kill them...

(there are still hundreds of users of atomic.h, sadly. we need to think of a plan to at least make sure new code gets written with <stdatomic.h> instead.)",0,from conversations with hboehm i was under the impression that there were lots of users of atomicinlineh but i only see three i will kill them there are still hundreds of users of atomich sadly we need to think of a plan to at least make sure new code gets written with stdatomich instead
"I'm sure it's going to have some Performance impact, periodic tasks sucks :( they run one after the other in a single greenthread. So periodic tasks like this which poke the BMC will affect the timing of other periodic tasks waiting to run.",1,i am sure it is going to have some performance impact periodic tasks sucks they run one after the other in a single greenthread so periodic tasks like this which poke the bmc will affect the timing of other periodic tasks waiting to run
"won't there be some extra "" ""? If so, maybe you should consider using strip() to remove those.",0,will not there be some extra if so maybe you should consider using strip to remove those
"remove _repo, its redundant",0,remove repo its redundant
Should there be addCleanup() for the mocks?,0,should there be addcleanup for the mocks
we should get rid of the '# noqa',0,we should get rid of the noqa
how the hell did that = get in there,1,how the hell did that get in there
#truestory,0,truestory
You have some white spaces at the end of this line,0,you have some white spaces at the end of this line
should domain_id be token_domain_id? I don't see domain_id used in here.,0,should domainid be tokendomainid i do not see domainid used in here
remove need_commit_confirmation,0,remove needcommitconfirmation
you're masking webob.exc,0,you are masking webobexc
"Ugnh, darn people not emitting XHTML. And that HTMLParser class has a really ugly API... alright, I'll concede. Thanks for trying.",1,ugnh darn people not emitting xhtml and that htmlparser class has a really ugly api alright i will concede thanks for trying
"The options you moved from service_instance.py to here (i.e. 'service_network_cidr') are no longer available in the manila.conf.sample file.
 You need to import ""manila.share.drivers.service_instance_helpers.neutron_helper"" in manila/opts.py and add manila.share.drivers.service_instance_helpers.neutron_helper.helper_opts to _global_opts_list.
 You can try the result with ""tox -egenconfig""",0,the options you moved from serviceinstancepy to here ie servicenetworkcidr are no longer available in the manilaconfsample file you need to import manilasharedriversserviceinstancehelpersneutronhelper in manilaoptspy and add manilasharedriversserviceinstancehelpersneutronhelperhelperopts to globaloptslist you can try the result with tox egenconfig
"You are also using this in the UiController, can the logic there be moved here to keep the number crunching out of the controller?",0,you are also using this in the uicontroller can the logic there be moved here to keep the number crunching out of the controller
"Damn, I blame the test for not being complete then!",1,damn i blame the test for not being complete then
put `|| die` at the end,0,put die at the end
Please remove trailing spaces :-P  `sed -ri 's/\s*$//'`,0,please remove trailing spaces p sed ri ss
This is a bit too generic. Is this an HprofFieldDescriptor?,0,this is a bit too generic is this an hproffielddescriptor
"Make it more Pythonic :)
 
 self.inactive_ip, self.active_ip = self.active_ip, self.inactive_ip",0,make it more pythonic selfinactiveip selfactiveip selfactiveip selfinactiveip
Is it OK to have the agent continue its execution when it is not able to send its heart beats?? Controller will not be aware of this L2 agent unless it receives a heartbeat. Just wondering if there is nothing dependent on agent state information.,0,is it ok to have the agent continue its execution when it is not able to send its heart beats controller will not be aware of this l2 agent unless it receives a heartbeat just wondering if there is nothing dependent on agent state information
"You dropped the FIPs configuration, check out the functional tests failures.",0,you dropped the fips configuration check out the functional tests failures
"Globals are bad.
Create these in the parent process and pass them down to the subprocesses.",0,globals are bad create these in the parent process and pass them down to the subprocesses
this should probably be mChildWindow != nullptr,0,this should probably be mchildwindow nullptr
I changed it to 0 and nothing broke so I guess it doesn't need to be -1.,0,i changed it to 0 and nothing broke so i guess it does not need to be 1
AFAICT hasattr is not useful here.,0,afaict hasattr is not useful here
"Nope, I totally copied it from somewhere else and didn't touch it because std::stream is silly. 

I would delete it here since we don't know.",1,nope i totally copied it from somewhere else and did not touch it because stdstream is silly i would delete it here since we do not know
